행정구역,2008년_총인구수,2008년_남자 인구수,2008년_여자 인구수,2012년_총인구수,2012년_남자 인구수,2012년_여자 인구수,2016년_총인구수,2016년_남자 인구수,2016년_여자 인구수,2020년_총인구수,2020년_남자 인구수,2020년_여자 인구수
제주특별자치도  (5000000000),560618 ,280088 ,280530 ,583713 ,292213 ,291500 ,641597 ,322545 ,319052 ,674635 ,338609 ,336026 
